"VBlock7","Combined Fleet Action (V)","images/LS/admirals_order.gif","Unique (�) starfighters are immunity to attrition +2 for each non-unique starship of their class present with them. Unique (�) capital starships are defense value +1 for each non-unique starship present at same system. For each of your unique (�)/non-unique starship pairs of the same class present at same system, your battle destiny draws there (and at related sites) are +1.","R","images/starwars/Virtual7-Light/large/combinedfleetaction.gif","/img/Virtual7-Light/combinedfleetaction.gif"
"VBlock7","Artoo & �Threepio (V)","images/LS/droid.gif","","PM","images/starwars/Virtual7-Light/large/artoo&threepio.gif","/img/Virtual7-Light/artoo&threepio.gif"
"VBlock7","Bail Organa, Father Of Rebellion","images/LS/rebel_rep.gif","Agenda: rebellion. Your [Coruscant] Political Effects and [Coruscant] senators are lost. Whenever you initiate a battle with a Rebel, may retrieve 1 Force. While in a senate majority, during your control phase, may take one card into hand from Force Pile; reshuffle.","R","images/starwars/Virtual7-Light/large/bailorganafatherofrebellion.gif","/img/Virtual7-Light/bailorganafatherofrebellion.gif"
"VBlock7","Biggs, Rogue Legend","images/LS/rebel.gif","Adds 2 to power of anything he pilots, 3 on Red 3.  While piloting Red 3, it is maneuver +1 and he draws one battle destiny if not able to otherwise.  If at opponent's system, instead of Force draining here, may take any card into hand from Force Pile; reshuffle.","R2","images/starwars/Virtual7-Light/large/biggsroguelegend.gif","/img/Virtual7-Light/biggsroguelegend.gif"
"VBlock7","Blind Jedi","images/LS/rebel.gif","","U2","images/starwars/Virtual7-Light/large/blindjedi.gif","/img/Virtual7-Light/blindjedi.gif"
"VBlock7","Booster Terrik","images/LS/alien.gif","Adds 2 to the power of anything he pilots. Starships here with a Rogue Squadron pilot aboard may move as a 'react.' Star Destroyers he pilots are hyperspeed + 2. Unless Corellia on table, once per game, may steal an Imperial-class Star Destroyer from opponent's Lost Pile into hand.","C2","images/starwars/Virtual7-Light/large/boosterterrik.gif","/img/Virtual7-Light/boosterterrik.gif"
"VBlock7","Captain Antilles","images/LS/rebel.gif","","C3","images/starwars/Virtual7-Light/large/captainantilles.gif","/img/Virtual7-Light/captainantilles.gif"
"VBlock7","Captain Yutani With Blaster Cannon","images/LS/rebel.gif","","C1","images/starwars/Virtual7-Light/large/captainyutaniwithblastercannon.gif","/img/Virtual7-Light/captainyutaniwithblastercannon.gif"
"VBlock7","Commander Narra","images/LS/rebel.gif","Adds 2 to the power of anything he pilots. Draws one battle destiny if unable to otherwise. Once per turn, if you just deployed a Rogue Squadron pilot to same or related site, may draw top card of Reserve Deck. Attrition against opponent is +1 here.","U","images/starwars/Virtual7-Light/large/commandernarra.gif","/img/Virtual7-Light/commandernarra.gif"
"VBlock7","Commander Wedge Antilles (V)","images/LS/rebel.gif","Adds 3 to power of anything he pilots. Anything Wedge pilots is maneuver +1. Once per turn, may /\ One More Pass. While piloting at a battleground site, draws one battle destiny if not able to otherwise, and [Virtual Block 4] Their Fire Has Gone Out Of The Universe flips and may not flip back.","R","images/starwars/Virtual7-Light/large/commanderwedgeantilles.gif","/img/Virtual7-Light/commanderwedgeantilles.gif"
"VBlock7","Corporal Beezer (V)","images/LS/rebel.gif","Adds 2 to anything she pilots. (3 if a speeder bike.) Once per turn, while piloting at a battleground site, may lose 1 Force to cancel a Force drain at opponent's interior site.","U","images/starwars/Virtual7-Light/large/corporalbeezer.gif","/img/Virtual7-Light/corporalbeezer.gif"
"VBlock7","Dack Ralter (V)","images/LS/rebel.gif","Adds 2 to the power of anything he pilots. Heroic. Rogue Squadron Pilot. During battle when Dack (or a starship or vehicle he pilots) fires a weapon, may add 1 to total weapon destiny and hit targets are power -2. If Dack is about to leave table may place him in Used Pile instead.","R2","images/starwars/Virtual7-Light/large/dackralter.gif","/img/Virtual7-Light/dackralter.gif"
"VBlock7","Derek 'Hobbie' Klivian (V)","images/LS/rebel.gif","","U1","images/starwars/Virtual7-Light/large/derekhobbieklivian.gif","/img/Virtual7-Light/derekhobbieklivian.gif"
"VBlock7","General Bob Hudsol","images/LS/rebel.gif","While at an interior Yavin 4 site, Massassi Base Sentry is [Immune to Alter], and, once per turn, during battle at a 'liberated' system (either opponent's or one with only one [Dark Side]), except Yavin 4, may place your just forfeited card in Used Pile.","C2","images/starwars/Virtual7-Light/large/generalbobhudsol.gif","/img/Virtual7-Light/generalbobhudsol.gif"
"VBlock7","Kashyyyk Insurgent Leader","images/LS/alien.gif","Occupy on Forest Depths is treated as 'control.' Non-unique Wookiees here are Heroic. Once per game, when deployed, may 'roar' to take one card into hand from Used Pile reshuffle, and/or stack a Wookiee from hand on Grrrghrrrgh!.","R1","images/starwars/Virtual7-Light/large/kashyyykinsurgentleader.gif","/img/Virtual7-Light/kashyyykinsurgentleader.gif"
"VBlock7","Luke Skywalker, Rebel Hero","images/LS/rebel.gif","","C","images/starwars/Virtual7-Light/large/lukeskywalkerrebelhero.gif","/img/Virtual7-Light/lukeskywalkerrebelhero.gif"
"VBlock7","Mace Windu, Master of the Order","images/LS/jedi.gif","* = 1 or number of Jedi on table (to a maximum of 3), whichever is higher. Mace's forfeit may not be reduced and his total weapon destiny is +1. If a Dark Jedi was just lost from table, may retrieve 1 Force. Immune to attrition.","R","images/starwars/Virtual7-Light/large/macewindumasteroftheorder.gif","/img/Virtual7-Light/macewindumasteroftheorder.gif"
"VBlock7","Mace Windu, Master of the Order (AI)","images/LS/jedi.gif","* = 1 or number of Jedi on table (to a maximum of 3), whichever is higher. Mace's forfeit may not be reduced and his total weapon destiny is +1. If a Dark Jedi was just lost from table, may retrieve 1 Force. Immune to attrition.","R","images/starwars/Virtual7-Light/large/macewindumasteroftheorderai.gif","/img/Virtual7-Light/macewindumasteroftheorderai.gif"
"VBlock7","Master Kenobi","images/LS/rebel.gif","","U1","images/starwars/Virtual7-Light/large/masterkenobi.gif","/img/Virtual7-Light/masterkenobi.gif"
"VBlock7","Princess Leia, Lost Scion","images/LS/rebel.gif","","R","images/starwars/Virtual7-Light/large/princessleialostscion.gif","/img/Virtual7-Light/princessleialostscion.gif"
"VBlock7","R2-D2, Subversive Droid","images/LS/droid.gif","Captured if an Imperial controls this site.  While present with a scomp link at a battleground (or mobile) site, your total power at adjacent sites is +2 and, once per turn, may use 1 Force to add or subtract 1 from opponent's just drawn destiny.","R2","images/starwars/Virtual7-Light/large/r2d2subversivedroid.gif","/img/Virtual7-Light/r2d2subversivedroid.gif"
"VBlock7","Ten Numb (V)","images/LS/rebel.gif","Adds 2 to the power of anything he pilots. Rogue Squadron Pilot. While piloting a B-Wing or X-Wing, draws one battle destiny if unable to otherwise and during battle (unless Outrider on table), may reduce the power of one opponent's starfighter at same system by 4.","R","images/starwars/Virtual7-Light/large/tennumb.gif","/img/Virtual7-Light/tennumb.gif"
"VBlock7","Tycho Celchu (V)","images/LS/rebel.gif","","R","images/starwars/Virtual7-Light/large/tychocelchu.gif","/img/Virtual7-Light/tychocelchu.gif"
"VBlock7","Wedge Antilles, Legendary Rogue","images/LS/rebel.gif","Adds 3 to power of anything he pilots.  While piloting [A New Hope] Red 2: it gains [Nav Computer], it is maneuver and immunity to attrition +2, draws one battle destiny if not able to otherwise, and, if Wedge just forfeited, may use 1 Force to place him in Used Pile.","R1","images/starwars/Virtual7-Light/large/wedgeantilleslegendaryrogue.gif","/img/Virtual7-Light/wedgeantilleslegendaryrogue.gif"
"VBlock7","Wes Janson, Rogue Veteran","images/LS/rebel.gif","Adds 2 to the power of anything he pilots. Once per turn may \/ (or deploy from hand) Disrupter Pistol for free on Wes. May fire Disruptor Pistol for 1 Force. Power and Forfeit +1 when with Hobbie or Wedge. If about to leave table place cards aboard Wes in owner's Used Pile.","R2","images/starwars/Virtual7-Light/large/wesjansonrogueveteran.gif","/img/Virtual7-Light/wesjansonrogueveteran.gif"
"VBlock7","Motivator","images/LS/device.gif","Deploy on your non-[Reflections 2] astromech droid. That droid is power +2, gains [Presence Droid] and if present at a site, draws one battle destiny if unable to otherwise. During any move phase, may place this device in Lost Pile to take into hand from reserve deck one What're You Tryin' To Push On Us? or one R2-D2; reshuffle.","C","images/starwars/Virtual7-Light/large/motivator.gif","/img/Virtual7-Light/motivator.gif"
"VBlock7","Planetary Shield","images/LS/device.gif","","PM","images/starwars/Virtual7-Light/large/planetaryshield.gif","/img/Virtual7-Light/planetaryshield.gif"
"VBlock7","Bacta Infirmary","images/LS/effect.gif","","R2","images/starwars/Virtual7-Light/large/bactainfirmary.gif","/img/Virtual7-Light/bactainfirmary.gif"
