"SpecialEdition","Alderaan Operative","images/LS/alien.gif","While at an Alderaan site: adds 1 to your Force drains there, is forfeit +1 (and power +1 if your general is on Alderaan) and, once during each of your deploy phases, may deploy one site to Alderaan from Reserve Deck; reshuffle.","C","images/starwars/SpecialEdition-Light/large/alderaanoperative.gif","/img/SpecialEdition-Light/alderaanoperative.gif"
"SpecialEdition","Anoat Operative","images/LS/alien.gif","While at an Anoat site: adds 1 to your Force drains there, is forfeit +1 (and power +1 if your smuggler or Ugnaught is on Anoat) and, once during each of your deploy phases, may deploy one site to Anoat from Reserve Deck; reshuffle.","C","images/starwars/SpecialEdition-Light/large/anoatoperative.gif","/img/SpecialEdition-Light/anoatoperative.gif"
"SpecialEdition","ASP-707 (Ayesspee)","images/LS/droid.gif","Your vehicles and devices deploy -1 here. Once during each of your control phases, may place your weapon, device or non-creature vehicle present on top of Reserve Deck. When on Crash Site Memorial, that Effect is immune to Alter.","F","images/starwars/SpecialEdition-Light/large/asp707.gif","/img/SpecialEdition-Light/asp707.gif"
"SpecialEdition","Ben Kenobi","images/LS/rebel.gif","","R","images/starwars/SpecialEdition-Light/large/benkenobi.gif","/img/SpecialEdition-Light/benkenobi.gif"
"SpecialEdition","Bothan Spy","images/LS/alien.gif","May be targeted (instead of a droid) by Death Star Plans. When targeted by Death Star Plans, makes that Effect immune to Alter and adds one destiny to Force retrieved with Death Star Plans. May not be targeted by Nabrun Leids.","C","images/starwars/SpecialEdition-Light/large/bothanspy.gif","/img/SpecialEdition-Light/bothanspy.gif"
"SpecialEdition","Bothawui Operative","images/LS/alien.gif","While at a Bothawui site: adds 1 to your Force drains there, is forfeit +1 (and power +1 if your Bothan is on Bothawui) and, once during each of your deploy phases, may deploy one site to ABothawui from Reserve Deck; reshuffle.","C","images/starwars/SpecialEdition-Light/large/bothawuioperative.gif","/img/SpecialEdition-Light/bothawuioperative.gif"
"SpecialEdition","Bren Quersey","images/LS/rebel.gif","Adds 2 to anything he pilots. When piloting Red 8 during battle, adds one destiny to total power only. When at Raithal system, adds 1 to each of your Force drains there.","U","images/starwars/SpecialEdition-Light/large/brenquersey.gif","/img/SpecialEdition-Light/brenquersey.gif"
"SpecialEdition","Bron Burs","images/LS/alien.gif","","R","images/starwars/SpecialEdition-Light/large/bronburs.gif","/img/SpecialEdition-Light/bronburs.gif"
"SpecialEdition","Camie","images/LS/alien.gif","","R","images/starwars/SpecialEdition-Light/large/camie.gif","/img/SpecialEdition-Light/camie.gif"
"SpecialEdition","Clak'dor VII Operative","images/LS/alien.gif","While at a Clak'dor VII site: adds 1 to your Force drains there, is forfeit +1 (and power +1 if your musician is on Clak'dor VII) and, once during each of your deploy phases, may deploy one site to Clak'dor VII from Reserve Deck; reshuffle.","U","images/starwars/SpecialEdition-Light/large/clakdorviioperative.gif","/img/SpecialEdition-Light/clakdorviioperative.gif"
"SpecialEdition","Colonel Feyn Gospic","images/LS/rebel.gif","Adds 2 to power of anything he pilots. Power +2 on Yavin 4. When at Massassi War Room, doubles Rebel Tech bonus to Attack Run. While present with Rebel Planners, that Effect applies separately to every system and immune to Alter.","R","images/starwars/SpecialEdition-Light/large/colonelfeyngospic.gif","/img/SpecialEdition-Light/colonelfeyngospic.gif"
"SpecialEdition","Commander Wedge Antilles","images/LS/rebel.gif","Adds 3 to power of anything he pilots. When piloting Rogue 3, also adds 2 to maneuver and draws battle destiny if not able to otherwise. May use 2 Force to take one One More Pass into hand from Reserve Deck; reshuffle.","R","images/starwars/SpecialEdition-Light/large/commanderwedgeantilles.gif","/img/SpecialEdition-Light/commanderwedgeantilles.gif"
"SpecialEdition","Corellia Operative","images/LS/rebel.gif","While at a Corellia site: adds 1 to your Force drains there, is forfeit +1 (and power +1 if your Corellian is on Corellia) and, once during each of your deploy phases, may deploy one site to Corellia from Reserve Deck; reshuffle.","U","images/starwars/SpecialEdition-Light/large/corelliaoperative.gif","/img/SpecialEdition-Light/corelliaoperative.gif"
"SpecialEdition","Debnoli","images/LS/alien.gif","","R","images/starwars/SpecialEdition-Light/large/debnoli.gif","/img/SpecialEdition-Light/debnoli.gif"
"SpecialEdition","Droid Merchant","images/LS/alien.gif","Spaceport Speeders may be played at same site. Once per game, may do one of the following: activate 1 Force when you deploy a droid OR retrieve 1 Force when you deploy an astromech to a starfighter.","C","images/starwars/SpecialEdition-Light/large/droidmerchant.gif","/img/SpecialEdition-Light/droidmerchant.gif"
"SpecialEdition","Elyhek Rue","images/LS/rebel.gif","Adds 2 to power of anything he pilots. When piloting Red 7 during battle, adds one destiny to total power only. When at Ralltiir system, adds 1 to each of your Force drains there.","U","images/starwars/SpecialEdition-Light/large/elyhekrue.gif","/img/SpecialEdition-Light/elyhekrue.gif"
"SpecialEdition","Firin Morett","images/LS/rebel.gif","Subtracts 2 from deploy cost of each of your starfighters to same docking bay. Once during each of your control phases, may take one Advanced Preparation, Rebel Planners or docking bay into hand from Reserve Deck; reshuffle.","U","images/starwars/SpecialEdition-Light/large/firinmorett.gif","/img/SpecialEdition-Light/firinmorett.gif"
"SpecialEdition","General McQuarrie","images/LS/rebel.gif","While McQuarrie is on Hoth, your Hoth Sentry is not unique (�), is doubled, deploys free, applies all of its modifiers and is immune to Alter. Power -1 when not on Hoth.","R","images/starwars/SpecialEdition-Light/large/generalmcquarrie.gif","/img/SpecialEdition-Light/generalmcquarrie.gif"
"SpecialEdition","Grondorn Muse","images/LS/rebel.gif","While Grondorn is on Yavin 4, your Yavin Sentry is not unique (�), is doubled, deploys free, applies all three of its modifiers and is immune to Alter. Power -1 when not on Yavin 4.","R","images/starwars/SpecialEdition-Light/large/grondornmuse.gif","/img/SpecialEdition-Light/grondornmuse.gif"
"SpecialEdition","Harc Seff","images/LS/alien.gif","Power +1 at a swamp. Adds 2 to power of anything he pilots. While at a battleground site, whenever you must lose Force from a Force drain at an adjacent site, may reduce the loss by X by using X Force.","U","images/starwars/SpecialEdition-Light/large/harcseff.gif","/img/SpecialEdition-Light/harcseff.gif"
"SpecialEdition","Hol Okand","images/LS/rebel.gif","Adds 2 to power of anything he pilots. When piloting Gold 6 during battle, adds one destiny to total power only. When at Kashyyyk system, adds 1 to each of your Force drains there.","U","images/starwars/SpecialEdition-Light/large/holokand.gif","/img/SpecialEdition-Light/holokand.gif"
"SpecialEdition","Incom Engineer","images/LS/rebel.gif","","C","images/starwars/SpecialEdition-Light/large/incomengineer.gif","/img/SpecialEdition-Light/incomengineer.gif"
